平井 菜水,ひらい なみ,女,1970.04.16,歌手,福岡県
山下 智美,やました ともみ,女,1970.04.20,歌手,神奈川県
礒 葉子,いそ ようこ,女,1970.04.29,タレント,東京都
愛川 さつき,あいかわ さつき,女,1970.05.04,アナウンサー/フリー,東京都
上田 晋也,うえだ しんや,男,1970.05.07,タレント,熊本県
中本 哲也,なかもと てつや,男,1970.05.09,タレント,滋賀県
石澤 智幸,いしざわ ともゆき,男,1970.05.10,タレント,山形県
島田 珠代,しまだ たまよ,女,1970.05.10,タレント,大阪府
小高 麻友美,こだか まゆみ,女,1970.05.14,タレント,大阪府
大貫 かおり,おおぬき かおり,女,1970.05.17,タレント,神奈川県
篠岡 美佳,しのおか みか,女,1970.05.20,タレント,和歌山県
足利 うづめ,あしかが うづめ,女,1970.05.24,タレント,東京都
雪野 五月,ゆきの さつき,女,1970.05.25,声優,滋賀県
武田 祐子,たけだ ゆうこ,女,1970.05.29,アナウンサー/フジテレビ,山形県
荒木 千恵,あらき ちえ,女,1970.06.09,タレント,埼玉県
伊藤 麻子,いとう あさこ,女,1970.06.10,タレント,東京都
守屋 寿恵,もりや としえ,女,1970.06.11,タレント,東京都
藤田 絵美子,ふじた えみこ,女,1970.06.15,歌手,大阪府
Meyou,みゆー,女,1970.06.17,歌手,大阪府
岩永 哲哉,いわなが てつや,男,1970.06.24,声優,東京都
和知 晃,わち のぼる,男,1970.06.26,タレント,東京都
木村 亜希子,きむら あきこ,女,1970.06.28,声優,福井県
岡村 隆史,おかむら たかし,男,1970.07.03,タレント,大阪府
永島 由子,ながしま ゆうこ,女,1970.07.03,声優,大阪府
飯田 ヒロシ,いいだ ひろし,男,1970.07.05,タレント,大阪府
斎藤 英津子,さいとう えつこ,女,1970.07.08,アナウンサー/フリー,大分県
三四六,さんしろー,男,1970.07.09,タレント,東京都
角田 久美子,つのだ くみこ,女,1970.07.10,アナウンサー/日本テレビ,東京都
長沢 美樹,ながさわ みき,女,1970.07.11,声優,福島県
松本 美香,まつもと みか,女,1970.07.13,タレント,兵庫県
東郷 淳,とうごう あつし,男,1970.07.16,タレント,東京都
白川 安彦,しらかわ やすひこ,男,1970.07.20,タレント,北海道
すま りえ,すま りえ,女,1970.07.21,タレント,茨城県
大山 英雄,おおやま ひでお,男,1970.07.23,タレント,兵庫県
兵動 大樹,ひょうどう だいき,男,1970.07.24,漫才師 タレント,大阪府
北浪 良佳,きたなみ よしか,女,1970.07.30,歌手,兵庫県
松村 博司,まつむら ひろし,男,1970.08.09,タレント,大阪府
竹若 元博,たけわか もとひろ,男,1970.08.12,タレント,京都府
諸星 和己,もろほし かずみ,男,1970.08.12,タレント,静岡県
矢野 勝也,やの かつや,男,1970.08.17,漫才師 タレント,兵庫県
なべ やかん,なべ やかん,男,1970.08.22,タレント,東京都
百太郎,ひゃくたろう,男,1970.08.24,タレント,福岡県
隼トラン,はやぶさ とらん,男,1970.08.26,タレント,大阪府
高田 尚子,たかだ なおこ,女,1970.08.29,タレント,千葉県
濱田 典子,はまだ のりこ,女,1970.08.29,アナウンサー/フリー,東京都
浜家 有文子,はまや ゆうこ,女,1970.08.29,タレント,東京都
船見 啓子,ふなみ けいこ,女,1970.08.29,タレント,新潟県
湯屋 敦子,ゆや あつこ,女,1970.09.01,声優,長崎県
岡本 舞子,おかもと まいこ,女,1970.09.03,歌手,東京都
P-MAN,ぴーまん,男,1970.09.07,タレント,京都府
くまい もとこ,くまい もとこ,女,1970.09.08,声優,東京都
三上 朱美,みかみ あけみ,女,1970.09.11,タレント,静岡県
松岡 由貴,まつおか ゆき,女,1970.09.13,声優,大阪府
円谷 優子,つぶらや ゆうこ,女,1970.09.14,タレント,東京都
弓岡 真美,ゆみおか まみ,女,1970.09.15,タレント,東京都
今井 由香,いまい ゆか,女,1970.09.19,声優,静岡県
斎藤 満喜子,さいとう まきこ,女,1970.09.19,タレント,広島県
西川 貴教,にしかわ たかのり,男,1970.09.19,歌手,滋賀県
高橋 智,たかはし さとる,男,1970.09.21,タレント,兵庫県
ハローケイスケ,はろー けいすけ,男,1970.09.24,タレント,大阪府
風間 勇刀,かざま ゆうと,男,1970.09.30,声優,東京都
引田 博子,ひきた ひろこ,女,1970.10.02,タレント,埼玉県
広川 ひかる,ひろかわ ひかる,女,1970.10.06,タレント,埼玉県
なだぎ 武,なだぎ たけし,男,1970.10.09,タレント,大阪府
桜井 裕子,さくらい ゆうこ,女,1970.10.12,アナウンサー/フリー,群馬県
栗原 玲子,くりはら れいこ,女,1970.10.13,歌手,東京都
永作 博美,ながさく ひろみ,女,1970.10.14,歌手 女優,茨城県
成田 路実,なりた ろみ,女,1970.10.20,歌手,東京都
島 えりか,しま えりか,女,1970.10.26,タレント,東京都
中島 早苗,なかじま さなえ,女,1970.10.27,タレント,東京都
沖本 富美代,おきもと ふみよ,女,1970.10.30,タレント,北海道
沖本 美智代,おきもと みちよ,女,1970.10.30,タレント,北海道
白川 悟実,しらかわ さとみ,男,1970.11.01,タレント,大阪府
平松 あゆみ,ひらまつ あゆみ,女,1970.11.08,アナウンサー/フジテレビ→フリー,東京都
畠田 理恵,はただ りえ,女,1970.11.10,タレント,大阪府
高田 景子,たかだ けいこ,女,1970.11.11,アナウンサー/フリー,東京都
石山 智恵,いしやま ちえ,女,1970.11.14,アナウンサー/フリー,愛知県
パックン,ぱっくん,男,1970.11.14,タレント,アメリカ
城島 茂,じょうしま しげる,男,1970.11.17,タレント,奈良県
渡辺 満里奈,わたなべ まりな,女,1970.11.18,タレント,東京都
原 久美子,はら くみこ,女,1970.11.20,タレント,東京都
皆川 純子,みながわ じゅんこ,女,1970.11.22,声優,茨城県
木村 明浩,きむら あきひろ,男,1970.11.24,タレント,兵庫県
セイン・カミュ,せいん かみゆ,男,1970.11.27,タレント,アメリカ
山森 由里子,やまもり ゆりこ,女,1970.11.30,タレント,神奈川県
中川 剛,なかがわ つよし,男,1970.12.04,漫才師 タレント,大阪府
佐藤 ひろ美,さとう ひろみ,女,1970.12.10,歌手,岩手県
村石 有香,むらいし ゆか,女,1970.12.10,歌手,宮城県
林家 いっ平,はやしや いっぺい,男,1970.12.11,タレント,東京都
西村 知美,にしむら ともみ,女,1970.12.17,タレント,山口県
藤本 敏史,ふじもと としふみ,男,1970.12.18,タレント,大阪府
堀込 充子,ほりごめ みつこ,女,1970.12.18,タレント,東京都
国実 百合,くにざね ゆり,女,1970.12.19,タレント,高知県
井上 睦都美,いのうえ むつみ,女,1970.12.20,歌手,熊本県
吉岡 忍,よしおか しのぶ,女,1970.12.20,歌手,青森県
隼ポリン,はやぶさ ぽりん,男,1970.12.22,タレント,大阪府
江戸 真樹,えど まき,女,1970.12.26,タレント,和歌山県
金子 恵実,かねこ えみ,女,1970.12.26,タレント,愛知県
神田 利則,かんだ としのり,男,1970.12.27,タレント,東京都
雨宮 塔子,あめみや とうこ,女,1970.12.28,アナウンサー/ＴＢＳ→フリー,東京都
富永 美樹,とみなが みき,女,1970.12.28,アナウンサー/フジテレビ→フリー,千葉県
吉村 美紀,よしむら みき,女,1971.01.02,タレント,東京都
吉田 裕美子,よしだ ゆみこ,女,1971.01.03,タレント,埼玉県
高田 万由子,たかた まゆこ,女,1971.01.05,タレント,東京都
宇井 かおり,うい かおり,女,1971.01.14,歌手,愛知県
今井 恵理,いまい えり,女,1971.01.26,タレント,京都府
島田 奈央子,しまだ なおこ,女,1971.02.01,歌手,東京都
北岡 夢子,きたおか ゆめこ,女,1971.02.02,歌手,東京都
有田 哲平,ありた てっぺい,男,1971.02.03,タレント,熊本県
島川 学,しまかわ まなぶ,男,1971.02.06,タレント,大阪府
上野 正希子,うえの まきこ,女,1971.02.10,タレント,東京都
酒井 法子,さかい のりこ,女,1971.02.14,歌手 女優,福岡県
平子 理沙,ひらこ りさ,女,1971.02.14,タレント,東京都
平岩 英子,ひらいわ えいこ,女,1971.02.17,歌手,広島県
三浦 聡子,みうら さとこ,女,1971.02.19,タレント,神奈川県
小桜 エツ子,こざくら えつこ,女,1971.02.22,声優,東京都
私市 淳,きさいち あつし,男,1971.02.23,声優,東京都
中尾 美穂,なかお みほ,女,1971.02.25,アナウンサー/フリー,千葉県
原西 孝幸,はらにし たかゆき,男,1971.03.05,タレント,大阪府
久松 史奈,ひさまつ ふみな,女,1971.03.06,歌手,愛知県
つぶやきシロー,つぶやき しろー,男,1971.03.10,タレント,栃木県
博多 大吉,はかた だいきち,男,1971.03.10,漫才師 タレント,福岡県
ユースケ サンタマリア,ゆーすけ さんたまりあ,男,1971.03.12,タレント,大分県
宇多川 都,うたがわ みやこ,女,1971.03.15,歌手,兵庫県
岡本 貴子,おかもと たかこ,女,1971.03.16,タレント,東京都
太田 真一郎,おおた しんいちろう,男,1971.03.20,声優,神奈川県
山王丸 和恵,さんのうまる かずえ,女,1971.03.21,アナウンサー/日本テレビ,秋田県
高橋 麻弥,たかはし まや,女,1971.03.26,歌手,東京都
島津 亜矢,しまづ あや,女,1971.03.28,歌手,熊本県
高橋 健一,たかはし けんいち,男,1971.03.30,タレント,東京都
伊藤 智恵理,いとう ちえり,女,1971.04.01,歌手,東京都
竹山 隆範,たけやま たかのり,男,1971.04.02,タレント,福岡県
山田 誉子,やまだ たかこ,女,1971.04.04,タレント,兵庫県
西川 史子,にしかわ あやこ,女,1971.04.05,タレント 医師（美容整形外科医）,神奈川県
中川 秀樹,なかがわ ひでき,男,1971.04.07,タレント,千葉県
伊藤 美紀,いとう みき,女,1971.04.09,タレント,愛知県
近江 七恵,おおみ ななえ,女,1971.04.18,アナウンサー/フリー,神奈川県
坂本 一生,さかもと いっせい,男,1971.04.20,タレント,東京都
川上 とも子,かわかみ ともこ,女,1971.04.25,声優,東京都
田中 直樹,たなか なおき,男,1971.04.26,タレント,大阪府
木本 武宏,きもと たけひろ,男,1971.05.06,タレント,大阪府
相沢 友子,あいざわ ともこ,女,1971.05.10,歌手 脚本家,東京都
大久保 佳代子,おおくぼ かよこ,女,1971.05.12,タレント,愛知県
長沢 直美,ながさわ なおみ,女,1971.05.12,声優,大阪府
メイ サツキ,めい さつき,女,1971.05.14,タレント,兵庫県
光浦 靖子,みつうら やすこ,女,1971.05.20,タレント,愛知県
TOMO,とも,女,1971.05.22,タレント,千葉県
鴇田 靖子,ときた やすこ,女,1971.05.23,タレント,千葉県
木佐 彩子,きさ あやこ,女,1971.05.26,アナウンサー/フジテレビ→フリー,東京都
本田 理沙,ほんだ りさ,女,1971.05.27,タレント,大分県
服部 浩子,はっとり ひろこ,女,1971.05.29,歌手,神奈川県
フランキー為谷,ふらんきー ためがい,男,1971.05.31,タレント,栃木県
区 麗情,く れいじょう,女,1971.06.01,歌手,東京都
大島 直也,おおしま なおや,男,1971.06.06,タレント,神奈川県
土肥 ポン太,どひ ぽんた,男,1971.06.06,タレント,大阪府
中村 綾,なかむら あや,女,1971.06.12,タレント,京都府
中島 忠幸,なかしま ただゆき,男,1971.06.14,タレント,福岡県
前田 健,まえだ けん,男,1971.06.14,タレント,東京都
島崎 ひとみ,しまざき ひとみ,女,1971.06.16,歌手,埼玉県
高野 直子,たかの なおこ,女,1971.06.16,声優,東京都
藤井 一子,ふじい いちこ,女,1971.06.23,タレント,福岡県
セニョール玉置,せにょーる たまき,男,1971.06.28,タレント,大阪府
野田 順子,のだ じゅんこ,女,1971.06.29,声優,大阪府
木原 さとみ,きはら さとみ,女,1971.07.04,タレント,鹿児島県
長岡 杏子,ながおか きょうこ,女,1971.07.04,アナウンサー/ＴＢＳ,秋田県
遠藤 章造,えんどう しょうぞう,男,1971.07.13,タレント,大阪府
沢田 ケンケン,さわだ けんけん,男,1971.07.17,タレント,大阪府
田中 律子,たなか りつこ,女,1971.07.17,タレント,東京都
水谷 麻里,みずたに まり,女,1971.07.18,歌手,愛知県
ケン坊田中,けんぼう たなか,男,1971.07.20,タレント,福岡県
坂本 昌行,さかもと まさゆき,男,1971.07.24,タレント,東京都
村田 渚,むらた なぎさ,男,1971.07.29,タレント,三重県
町 亞聖,まち あせい,女,1971.08.03,アナウンサー/日本テレビ,埼玉県
星田 英利,ほしだ ひでとし,男,1971.08.06,タレント,大阪府
平子 悟,ひらこ さとる,男,1971.08.07,タレント,東京都
佐藤 聖子,さとう せいこ,女,1971.08.11,歌手,埼玉県
加藤 めぐみ,かとう めぐみ,女,1971.08.12,タレント,千葉県
小木 博明,おぎ ひろあき,男,1971.08.16,タレント,東京都
川村 ティナ,かわむら てぃな,女,1971.08.16,タレント,アメリカ
竹内 ゆうじ,たけうち ゆうじ,男,1971.08.21,タレント,大阪府
原田 里香,はらだ りか,女,1971.08.24,タレント,東京都
アル北郷,ある きたざと,男,1971.08.26,タレント,東京都
中島 知子,なかじま ともこ,女,1971.08.26,タレント,京都府
細川 ふみえ,ほそかわ ふみえ,女,1971.09.02,タレント,青森県
水沢 恵美,みずさわ えみ,女,1971.09.08,タレント,東京都
桜井 智,さくらい とも,女,1971.09.10,声優,千葉県
進藤 晶子,しんどう まさこ,女,1971.09.10,アナウンサー/ＴＢＳ→フリー,大阪府
矢作 兼,やはぎ けん,男,1971.09.11,タレント,東京都
佐藤 祐造,さとう ゆうぞう,男,1971.09.12,タレント,神奈川県
角田 華子,すみだ はなこ,女,1971.09.17,タレント,兵庫県
木下 明水,きのした めいすい,男,1971.09.26,タレント,熊本県
蛭子 直和,ひるこ なおかず,男,1971.09.27,タレント,青森県
山根 広子,やまね ひろこ,女,1971.09.29,アナウンサー/フリー,兵庫県
伊藤 由希子,いとう ゆきこ,女,1971.10.02,アナウンサー/フリー,東京都
桶田 敬太郎,おけだ けいたろう,男,1971.10.04,タレント,三重県
姫乃樹 リカ,ひめのぎ りか,女,1971.10.06,タレント,大分県
岡野 早夕里,おかの さゆり,女,1971.10.14,タレント,東京都
杉浦 美雪,すぎうら みゆき,女,1971.10.14,タレント,東京都
奥井 亜紀,おくい あき,女,1971.10.19,歌手,兵庫県
立花 理佐,たちばな りさ,女,1971.10.19,タレント,大阪府
遠近 孝一,とおちか こういち,男,1971.10.20,声優,山口県
鴨下 泰子,かもした やすこ,女,1971.10.21,歌手,東京都
矢部 浩之,やべ ひろゆき,男,1971.10.23,タレント,大阪府
千秋,ちあき,女,1971.10.26,タレント,千葉県
リトル清原,りとる きよはら,男,1971.10.26,タレント,埼玉県
大河内 志保,おおこうち しほ,女,1971.10.31,タレント,東京都
佐久間 淑恵,さくま よしえ,女,1971.11.03,タレント,東京都
須藤 あきら,すどう あきら,女,1971.11.04,歌手,群馬県
安原 万里子,やすはら まりこ,女,1971.11.07,タレント,福岡県
石橋 竜史,いしばし りゅうじ,男,1971.11.09,タレント,広島県
佐藤 雪絵,さとう ゆきえ,女,1971.11.13,歌手,群馬県
塚地 武雅,つかじ むが,男,1971.11.25,タレント,大阪府
山越 紀子,やまこし のりこ,女,1971.11.25,アナウンサー/フリー,東京都
松嶋 尚美,まつしま なほみ,女,1971.12.02,タレント,大阪府
牧野 アンナ,まきの あんな,女,1971.12.04,歌手,東京都
高橋 直純,たかはし なおずみ,男,1971.12.06,声優,岩手県
せがわ きり,せがわ きり,女,1971.12.09,タレント,東京都
坂田 聡,さかた ただし,男,1971.12.12,タレント,福岡県
徳光 正行,とくみつ まさゆき,男,1971.12.12,タレント,神奈川県
宮野 久美子,みやの くみこ,女,1971.12.13,タレント,愛知県
茂森 あゆみ,しげもり あゆみ,女,1971.12.15,歌手,熊本県
石塚 早織,いしづか さおり,女,1971.12.19,歌手,茨城県
はな,はな,女,1971.12.21,ファッションモデル タレント,神奈川県
浅田 真季,あさだ まき,女,1971.12.23,歌手,三重県
小川 知子,おがわ ともこ,女,1971.12.24,アナウンサー/ＴＢＳ,東京都
吉見 美津子,よしみ みつこ,女,1971.12.25,タレント,千葉県
豊嶋 真千子,とよしま まちこ,女,1971.12.28,声優,茨城県
沖田 真早美,おきた まさみ,女,1971.12.29,歌手,神奈川県
浜野 由起子,はまの ゆきこ,女,1971.12.31,アナウンサー/フリー,奈良県
宮永 里佐,みやなが りさ,女,1972.01.04,タレント,兵庫県
田村 亮,たむら りょう,男,1972.01.08,タレント,大阪府
広重 玲子,ひろしげ れいこ,女,1972.01.08,アナウンサー/ＴＢＳ,岐阜県
山口 達也,やまぐち たつや,男,1972.01.10,タレント,埼玉県
古高 義広,こたか よしひろ,男,1972.01.11,タレント,大阪府
岩居 由希子,いわい ゆきこ,女,1972.01.13,声優,千葉県
江黒 真理衣,えぐろ まりい,女,1972.01.13,タレント,東京都
冴木 かおり,さえき かおり,女,1972.01.15,タレント,沖縄県
木下 隆行,きのした たかゆき,男,1972.01.16,タレント,大阪府
スマイリーキクチ,すまいりー きくち,男,1972.01.16,タレント,東京都
中川 礼二,なかがわ れいじ,男,1972.01.19,漫才師 タレント,大阪府
片山 淳子,かたやま じゅんこ,女,1972.01.20,タレント,大阪府
後藤 秀樹,ごとう ひでき,男,1972.01.21,タレント,大阪府
飯村 いづみ,いいむら いづみ,女,1972.01.22,タレント,埼玉県
桜井 りえ,さくらい りえ,女,1972.01.23,タレント,千葉県
浅田 あつこ,あさだ あつこ,女,1972.01.24,歌手,大阪府
久保 純子,くぼ じゅんこ,女,1972.01.24,アナウンサー/ＮＨＫ→フリー,東京都
須知 裕雅,すち ひろまさ,男,1972.01.26,タレント,大阪府
新保 かずみ,しんぼ かずみ,女,1972.01.28,アナウンサー/フリー,東京都
大東 めぐみ,おおひがし めぐみ,女,1972.01.29,タレント,愛知県
濱口 優,はまぐち まさる,男,1972.01.29,タレント,大阪府
水上 清乃,みなかみ きよの,女,1972.01.29,タレント,熊本県
山田 一成,やまだ かずなり,男,1972.01.31,タレント,東京都
須志田 しのぶ,すしだ しのぶ,女,1972.02.01,アナウンサー/テレビ東京,宮崎県
長州 小力,ちょうしゅう こりき,男,1972.02.05,タレント,東京都
望月 理恵,もちづき りえ,女,1972.02.08,アナウンサー/フリー,兵庫県
工藤 光一郎,くどう こういちろう,男,1972.02.09,タレント,東京都
工藤 順一郎,くどう じゅんいちろう,男,1972.02.09,タレント,東京都
堀川 めぐみ,ほりかわ めぐみ,女,1972.02.10,歌手,沖縄県
五條 真由美,ごじょう まゆみ,女,1972.02.12,歌手,茨城県
土屋 さゆり,つちや さゆり,女,1972.02.14,歌手,東京都
ヒロシ,ひろし,男,1972.02.14,タレント,熊本県
中上 雅巳,なかがみ まさみ,男,1972.02.19,タレント,東京都
石津 彩,いしづ あや,女,1972.02.22,声優,東京都
木部 信彦,きべ のぶひこ,男,1972.02.24,タレント,大阪府
鶴野 恭子,つるの きょうこ,女,1972.02.24,声優,神奈川県
有野 晋哉,ありの しんや,男,1972.02.25,タレント,大阪府
佐藤 朱美,さとう あけみ,女,1972.02.25,歌手,宮城県
森下 里美,もりした さとみ,女,1972.02.26,タレント,大阪府
森下 雅美,もりした まさみ,女,1972.02.26,タレント,大阪府
山本 淳一,やまもと じゅんいち,男,1972.02.28,タレント,東京都
内田 朱美,うちだ あけみ,女,1972.02.29,アナウンサー/フリー,東京都
魚住 りえ,うおずみ りえ,女,1972.03.02,アナウンサー/日本テレビ→フリー,大阪府
菊間 千乃,きくま ゆきの,女,1972.03.05,アナウンサー/フジテレビ,東京都
渡辺 たかね,わたなべ たかね,女,1972.03.08,タレント,大阪府
上田 祥子,うえだ しょうこ,女,1972.03.09,タレント,福岡県
藤井 隆,ふじい たかし,男,1972.03.10,タレント,大阪府
岡安 弥生,おかやす やよい,女,1972.03.14,アナウンサー/フリー,群馬県
島津 志穂,しまづ しほ,女,1972.03.17,タレント,京都府
高橋 里華,たかはし りか,女,1972.03.18,タレント,埼玉県
久保 恵子,くぼ けいこ,女,1972.03.19,タレント,神奈川県
渡辺 隆浩,わたなべ たかひろ,男,1972.03.20,タレント,神奈川県
白鳥 哲,しらとり てつ,男,1972.03.21,声優,東京都
堀井 美香,ほりい みか,女,1972.03.22,アナウンサー/ＴＢＳ,秋田県
柳井 麻希,やない まき,女,1972.03.28,アナウンサー/フリー,東京都
諏訪部 順一,すわべ じゅんいち,男,1972.03.29,声優,東京都
大野 まりな,おおの まりな,女,1972.04.05,声優,広島県
竹内 順子,たけうち じゅんこ,女,1972.04.05,声優,埼玉県
染谷 由紀子,そめや ゆきこ,女,1972.04.06,タレント,埼玉県
杉浦 広子,すぎうら ひろこ,女,1972.04.07,アナウンサー/フジテレビ,東京都
吉田 朋代,よしだ ともよ,女,1972.04.12,歌手,岩手県
翠玲,すいれい,女,1972.04.14,歌手,神奈川県
貞包 みゆき,さだかね みゆき,女,1972.04.15,アナウンサー/フリー,山口県
ユウキロック,ゆうきろっく,男,1972.04.16,タレント,大阪府
小梅太夫,こうめだゆう,男,1972.04.20,タレント,東京都
品川 祐,しながわ ひろし,男,1972.04.26,タレント,東京都
杉本 真紀,すぎもと まき,女,1972.04.28,タレント,愛知県
松下 里美,まつした さとみ,女,1972.04.28,タレント,神奈川県
相川 恵里,あいかわ えり,女,1972.04.29,歌手,長崎県
島 涼香,しま りょうか,女,1972.04.29,声優,埼玉県
今別府 直之,いまべっぷ なおゆき,男,1972.05.01,タレント,兵庫県
今滝 真理子,いまたき まりこ,女,1972.05.05,歌手,大阪府
小川 真澄,おがわ ますみ,女,1972.05.06,タレント,東京都
菊池 志穂,きくち しほ,女,1972.05.06,声優,神奈川県
植松 りか,うえまつ りか,女,1972.05.08,声優,鹿児島県
家森 幸子,いえもり さちこ,女,1972.05.09,アナウンサー/テレビ東京,神奈川県
大石 薫,おおいし かおる,女,1972.05.10,タレント,福岡県
マイケル,まいける,男,1972.05.12,タレント,大阪府
マギー,まぎー,男,1972.05.12,タレント,兵庫県
日村 勇紀,ひむら ゆうき,男,1972.05.14,タレント,神奈川県
松倉 サオリ,まつくら さおり,女,1972.05.21,歌手,北海道
ゴリ,ごり,男,1972.05.22,タレント,沖縄県
伊丸岡 篤,いまるおか あつし,男,1972.05.23,声優,群馬県
山本 麻利央,やまもと まりお,女,1972.05.24,タレント,東京都
溝渕 美保,みぞぶち みほ,女,1972.05.27,タレント,徳島県
保志 総一朗,ほし そういちろう,男,1972.05.30,声優,福島県
淵澤 由樹,ふちざわ ゆき,女,1972.06.01,アナウンサー/フリー,群馬県
森景 真紀,もりかげ まき,女,1972.06.01,タレント,東京都
あがりた 亜紀,あがりた あき,女,1972.06.07,タレント,和歌山県
本杉 美香,もとすぎ みか,女,1972.06.07,タレント,静岡県
大谷 伸彦,おおたに のぶひこ,男,1972.06.08,タレント,大分県
半場 友恵,はんば ともえ,女,1972.06.09,声優,東京都
都築 恵理,つづき えり,女,1972.06.10,歌手,愛知県
森 詩津規,もり しづき,男,1972.06.17,タレント,大阪府
並木 のり子,なみき のりこ,女,1972.06.19,声優,長野県
田代 美緒,たしろ みお,女,1972.06.20,タレント,東京都
山内 木の実,やまうち このみ,女,1972.06.25,アナウンサー/フリー,兵庫県
六角 慎司,ろっかく しんじ,男,1972.06.27,タレント,東京都
真木 ことみ,まき ことみ,女,1972.06.29,歌手,神奈川県
山西 康子,やまにし やすこ,女,1972.07.03,アナウンサー/フリー,大阪府
ケンドーコバヤシ,けんどー こばやし,男,1972.07.04,タレント,大阪府
脇田 寧人,わきた やすひと,男,1972.07.05,タレント,北海道
なるみ,なるみ,女,1972.07.08,タレント,大阪府
小堀 敏夫,こぼり としお,男,1972.07.10,タレント,群馬県
大地 洋介,おおち ようすけ,男,1972.07.13,タレント,大分県
杉山 貢一,すぎやま こういち,男,1972.07.13,タレント,東京都
鈴木 真仁,すずき まさみ,女,1972.07.14,声優,神奈川県
スパルタ教育,すぱるたきょういく,男,1972.07.15,タレント,滋賀県
児嶋 一哉,こじま かずや,男,1972.07.16,タレント,東京都
五十嵐 有砂,いがらし ありさ,女,1972.07.18,タレント,東京都
はるな愛,はるな あい,女,1972.07.21,タレント,大阪府
お～い！久馬,おーい きゅうま,男,1972.07.22,タレント,大阪府
竹下 栄梨子,たけした えりこ,女,1972.07.25,アナウンサー/フリー,東京都
岡本 南,おかもと みなみ,女,1972.07.31,歌手,東京都
森 洋子,もり ようこ,女,1972.08.01,タレント,埼玉県
本村 由紀子,もとむら ゆきこ,女,1972.08.05,アナウンサー/フリー,東京都
千葉 美加,ちば みか,女,1972.08.07,歌手 女優,岩手県
本田 貴子,ほんだ たかこ,女,1972.08.14,声優,東京都
西田 ひかる,にしだ ひかる,女,1972.08.16,タレント,神奈川県
遠藤 美佐子,えんどう みさこ,女,1972.08.17,タレント,埼玉県
中居 正広,なかい まさひろ,男,1972.08.18,タレント,神奈川県
和田 じゅん,わだ じゅん,女,1972.08.18,タレント,岐阜県
米倉 千尋,よねくら ちひろ,女,1972.08.19,歌手,神奈川県
梅宮 アンナ,うめみや あんな,女,1972.08.20,タレント,東京都
木伏 夏子,きふし なつこ,女,1972.08.21,タレント,千葉県
黒川 真一朗,くろかわ しんいちろう,男,1972.08.29,歌手,静岡県
鈴木 つかさ,すずき つかさ,男,1972.08.29,タレント,大阪府
かい しのぶ,かい しのぶ,女,1972.09.01,タレント,青森県
土田 晃之,つちだ てるゆき,男,1972.09.01,タレント,埼玉県
柳原 哲也,やなぎはら てつや,男,1972.09.01,タレント,大阪府
高橋 良明,たかはし よしあき,男,1972.09.02,タレント,東京都
山下 真妃,やました まき,女,1972.09.02,タレント,大阪府
沼倉 絵里子,ぬまくら えりこ,女,1972.09.03,タレント,神奈川県
奥川 希美,おくがわ のぞみ,女,1972.09.04,歌手,静岡県
渡辺 ひと美,わたなべ ひとみ,女,1972.09.07,アナウンサー/フリー,東京都
大石 まどか,おおいし まどか,女,1972.09.08,歌手,北海道
関 智一,せき ともかず,男,1972.09.08,声優,東京都
高尾 晶子,たかお あきこ,女,1972.09.12,タレント,広島県
吉野 里亜,よしの りあ,女,1972.09.12,タレント,愛知県
宮川 大輔,みやがわ だいすけ,男,1972.09.16,タレント,京都府
花島 優子,はなしま ゆうこ,女,1972.09.17,タレント,茨城県
愛沢 竣也,あいざわ しゅんや,男,1972.09.18,歌手,鹿児島県
渡部 建,わたべ けん,男,1972.09.23,タレント,東京都
大原 麻琴,おおはら まこと,女,1972.09.30,タレント,東京都
小島 麻由美,こじま まゆみ,女,1972.09.30,歌手,東京都
山本 栄治,やまもと えいじ,男,1972.10.01,タレント,大阪府
長野 博,ながの ひろし,男,1972.10.09,タレント,神奈川県
宮田 幸季,みやた こうき,男,1972.10.09,声優,神奈川県
晴山 さおり,はるやま さおり,女,1972.10.10,歌手,神奈川県
村越 周司,むらこし しゅうじ,男,1972.10.13,タレント,大阪府
黒川 忠文,くろかわ ただふみ,男,1972.10.15,タレント,大阪府
後藤 麻衣,ごとう まい,女,1972.10.16,タレント,東京都
七森 美江,ななもり みえ,女,1972.10.16,タレント,東京都
荒井 美恵子,あらい みえこ,女,1972.10.18,タレント,東京都
桜井 ちひろ,さくらい ちひろ,女,1972.10.18,タレント,東京都
あおき さやか,あおき さやか,女,1972.10.19,声優,秋田県
森田 成一,もりた まさかず,男,1972.10.21,声優,東京都
鈴木 佑季,すずき ゆき,女,1972.10.24,タレント,東京都
北村 裕子,きたむら ゆうこ,女,1972.10.25,歌手,滋賀県
田村 あゆち,たむら あゆち,女,1972.10.28,アナウンサー/フリー,愛知県
飯島 愛,いいじま あい,女,1972.10.31,タレント,東京都
青山 恭子,あおやま きょうこ,女,1972.11.03,タレント,京都府
引田 智子,ひきた ともこ,女,1972.11.03,タレント,東京都
岡山 祐児,おかやま ゆうじ,男,1972.11.08,漫才師 タレント,岡山県
ガンビーノ小林,がんびーの こばやし,男,1972.11.13,タレント,北海道
木村 拓哉,きむら たくや,男,1972.11.13,俳優 歌手,東京都
小島 弘章,こじま ひろあき,男,1972.11.13,漫才師 タレント,岡山県
ひふみ かおり,ひふみ かおり,女,1972.11.16,歌手,千葉県
